CPD,Enzyme,Regulation
C21914,1.3.1.117,Substrate
C00006,1.3.1.122,Substrate
C00072,1.3.2.3,Substrate
C00080,1.3.3.3,Substrate
C20521,1.3.3.13,Substrate
C04628,1.3.4.1,Substrate
C19765,1.3.5.5,Substrate
C19759,1.3.5.6,Substrate
C00008,1.3.7.7,Substrate
C00008,1.3.7.8,Substrate
C00008,1.3.7.14,Substrate
C00008,1.3.7.15,Substrate
C02411,1.3.8.6,Substrate
C05629,1.3.8.15,Substrate
C22173,1.3.98.5,Substrate
C00028,1.3.99.8,Substrate
C00001,1.3.99.16,Substrate
C00001,1.3.99.17,Substrate
C00001,1.3.99.18,Substrate
C00001,1.3.99.19,Substrate
C05431,1.3.99.26,Substrate
C05414,1.3.99.28,Substrate
C05414,1.3.99.29,Substrate
C05414,1.3.99.30,Substrate
C05414,1.3.99.31,Substrate
C22060,1.3.99.37,Substrate
C00003,1.4.1.1,Substrate
C00003,1.4.1.2,Substrate
C00003,1.4.1.3,Substrate
C00006,1.4.1.4,Substrate
C00003,1.4.1.5,Substrate
C00003,1.4.1.7,Substrate
C00006,1.4.1.8,Substrate
C00003,1.4.1.9,Substrate
C00003,1.4.1.10,Substrate
C00003,1.4.1.11,Substrate
C00003,1.4.1.12,Substrate
C00014,1.4.1.13,Substrate
C00014,1.4.1.14,Substrate
C00006,1.4.1.16,Substrate
C00006,1.4.1.17,Substrate
C00001,1.4.1.18,Substrate
C00006,1.4.1.19,Substrate
C00003,1.4.1.20,Substrate
C00003,1.4.1.21,Substrate
C00003,1.4.1.23,Substrate
C00003,1.4.1.25,Substrate
C00003,1.4.1.26,Substrate
C00003,1.4.1.27,Substrate
C00003,1.4.1.28,Substrate
C00125,1.4.2.1,Substrate
C00125,1.4.2.3,Substrate
C00007,1.4.3.1,Substrate
C00007,1.4.3.2,Substrate
C00007,1.4.3.3,Substrate
C00007,1.4.3.4,Substrate
C00007,1.4.3.5,Substrate
C00007,1.4.3.7,Substrate
C00007,1.4.3.8,Substrate
C00001,1.4.3.10,Substrate
C00001,1.4.3.11,Substrate
C00001,1.4.3.12,Substrate
C00001,1.4.3.13,Substrate
C00001,1.4.3.14,Substrate
C00007,1.4.3.15,Substrate
C00007,1.4.3.19,Substrate
C00001,1.4.3.20,Substrate
C00007,1.4.3.21,Substrate
C00007,1.4.3.22,Substrate
C00007,1.4.3.25,Substrate
C00001,1.4.3.26,Substrate
C00001,1.4.3.27,Substrate
C15602,1.4.5.1,Substrate
C00014,1.4.7.1,Substrate
C19671,1.4.9.1,Substrate
C00028,1.4.99.2,Substrate
C00001,1.4.99.6,Substrate
C00006,1.5.1.1,Substrate
C00006,1.5.1.2,Substrate
C00001,1.5.1.6,Substrate
C00001,1.5.1.7,Substrate
C00001,1.5.1.8,Substrate
C00001,1.5.1.9,Substrate
C00001,1.5.1.10,Substrate
C00001,1.5.1.11,Substrate
C00001,1.5.1.16,Substrate
C00001,1.5.1.17,Substrate
C00001,1.5.1.19,Substrate
C00006,1.5.1.20,Substrate
C00148,1.5.1.21,Substrate
C00001,1.5.1.22,Substrate
C00001,1.5.1.23,Substrate
C00001,1.5.1.24,Substrate
C00006,1.5.1.25,Substrate
C00001,1.5.1.26,Substrate
C00001,1.5.1.28,Substrate
C00006,1.5.1.34,Substrate
C00006,1.5.1.39,Substrate
C00006,1.5.1.41,Substrate
C00006,1.5.1.43,Substrate
C00006,1.5.1.45,Substrate
C00006,1.5.1.47,Substrate
C00006,1.5.1.49,Substrate
C00001,1.5.1.51,Substrate
C00001,1.5.1.52,Substrate
C00007,1.5.3.1,Substrate
C00007,1.5.3.2,Substrate
C00007,1.5.3.4,Substrate
C00007,1.5.3.5,Substrate
C00007,1.5.3.6,Substrate
C00007,1.5.3.10,Substrate
C05194,1.5.3.12,Substrate
C00001,1.5.3.13,Substrate
C00001,1.5.3.14,Substrate
C00001,1.5.3.15,Substrate
C00001,1.5.3.16,Substrate
C00001,1.5.3.17,Substrate
C00007,1.5.3.18,Substrate
C00007,1.5.3.24,Substrate
C00001,1.5.3.25,Substrate
C00001,1.5.3.26,Substrate
C00001,1.5.4.1,Substrate
C00001,1.5.7.3,Substrate
C04253,1.5.8.1,Substrate
C04253,1.5.8.2,Substrate
C04253,1.5.8.3,Substrate
C04253,1.5.8.4,Substrate
C00001,1.5.99.4,Substrate
C00001,1.5.99.5,Substrate
C00001,1.5.99.6,Substrate
C00001,1.5.99.12,Substrate
C00001,1.5.99.14,Substrate
C00006,1.6.1.4,Substrate
C00080,1.6.2.6,Substrate
C00080,1.6.3.1,Substrate
C00080,1.6.3.2,Substrate
C00007,1.6.3.3,Substrate
C00007,1.6.3.4,Substrate
C00007,1.6.3.5,Substrate
C00080,1.6.5.2,Substrate
C01041,1.6.5.4,Substrate
C15602,1.6.5.5,Substrate
C00472,1.6.5.6,Substrate
C00080,1.6.5.7,Substrate
C15602,1.6.5.9,Substrate
C15602,1.6.5.10,Substrate
C00080,1.6.5.12,Substrate
C00028,1.6.99.1,Substrate
C00001,1.7.1.1,Substrate
C00006,1.7.1.2,Substrate
C00001,1.7.1.3,Substrate
C00006,1.7.1.4,Substrate
C00006,1.7.1.6,Substrate
C00006,1.7.1.7,Substrate
C00006,1.7.1.9,Substrate
C00001,1.7.1.10,Substrate
C00001,1.7.1.11,Substrate
C00006,1.7.1.12,Substrate
C00006,1.7.1.14,Substrate
C00001,1.7.1.15,Substrate
C00001,1.7.1.16,Substrate
C00003,1.7.1.17,Substrate
C00125,1.7.2.1,Substrate
C00125,1.7.2.2,Substrate
C00125,1.7.2.4,Substrate
C00001,1.7.2.5,Substrate
C00125,1.7.2.6,Substrate
C00125,1.7.2.7,Substrate
C00007,1.7.3.1,Substrate
C00001,1.7.3.3,Substrate
C00001,1.7.3.5,Substrate
C00125,1.7.3.6,Substrate
C00139,1.7.7.1,Substrate
C00139,1.7.7.2,Substrate
C00028,1.7.99.1,Substrate
C00001,1.8.1.2,Substrate
C00006,1.8.1.5,Substrate
C00006,1.8.1.8,Substrate
C00006,1.8.1.10,Substrate
C00006,1.8.1.15,Substrate
C00003,1.8.1.17,Substrate
C00006,1.8.1.18,Substrate
C00006,1.8.1.19,Substrate
C00001,1.8.2.1,Substrate
C00001,1.8.2.4,Substrate
C02682,1.8.2.5,Substrate
C00001,1.8.2.6,Substrate
C00001,1.8.2.7,Substrate
C00001,1.8.3.1,Substrate
C00001,1.8.3.4,Substrate
C00001,1.8.3.5,Substrate
C00001,1.8.3.6,Substrate
C00343,1.8.4.8,Substrate
C00127,1.8.4.9,Substrate
C00343,1.8.4.10,Substrate
C00001,1.8.4.11,Substrate
C00001,1.8.4.12,Substrate
C00001,1.8.4.13,Substrate
C00001,1.8.4.14,Substrate
C15602,1.8.5.5,Substrate
C00001,1.8.5.6,Substrate
C15602,1.8.5.8,Substrate
C00001,1.8.7.1,Substrate
C03576,1.8.7.3,Substrate
C11903,1.8.98.1,Substrate
C00001,1.8.98.3,Substrate
C04628,1.8.98.4,Substrate
C03576,1.8.98.5,Substrate
C04628,1.8.98.6,Substrate
C00001,1.8.98.7,Substrate
C00028,1.8.99.2,Substrate
C00001,1.8.99.5,Substrate
C00244,1.9.6.1,Substrate
C00205,1.10.3.9,Substrate
C00007,1.10.3.15,Substrate
C21409,1.10.3.16,Substrate
C00027,1.11.1.1,Substrate
C00027,1.11.1.2,Substrate
C00080,1.11.1.8,Substrate
C00027,1.11.1.10,Substrate
C00080,1.11.1.11,Substrate
C00027,1.11.1.13,Substrate
C21420,1.11.1.14,Substrate
C00034,1.11.1.16,Substrate
C00027,1.11.1.18,Substrate
C00080,1.11.1.26,Substrate
C00080,1.11.2.2,Substrate
C00139,1.12.1.4,Substrate
C00006,1.12.1.5,Substrate
C06427,1.13.11.12,Substrate
C12623,1.13.11.16,Substrate
C00001,1.13.11.18,Substrate
C05356,1.13.11.34,Substrate
C13433,1.13.11.51,Substrate
C00078,1.13.11.52,Substrate
C00007,1.13.11.55,Substrate
C20367,1.13.11.64,Substrate
C01595,1.13.11.77,Substrate
C20894,1.13.11.84,Substrate
C00002,1.13.12.7,Substrate
C00004,1.13.12.17,Substrate
C00076,1.13.12.24,Substrate
C00007,1.14.11.1,Substrate
C00007,1.14.11.2,Substrate
C00007,1.14.11.3,Substrate
C00007,1.14.11.6,Substrate
C00007,1.14.11.7,Substrate
C00007,1.14.11.8,Substrate
C00007,1.14.11.9,Substrate
C00007,1.14.11.10,Substrate
C00007,1.14.11.11,Substrate
C00007,1.14.11.12,Substrate
C00007,1.14.11.13,Substrate
C00007,1.14.11.15,Substrate
C00007,1.14.11.17,Substrate
C00007,1.14.11.18,Substrate
C00007,1.14.11.20,Substrate
C00007,1.14.11.21,Substrate
C00007,1.14.11.24,Substrate
C00007,1.14.11.25,Substrate
C00007,1.14.11.26,Substrate
C00007,1.14.11.28,Substrate
C00007,1.14.11.31,Substrate
C00007,1.14.11.32,Substrate
C00007,1.14.11.35,Substrate
C00007,1.14.11.36,Substrate
C00007,1.14.11.37,Substrate
C00007,1.14.11.38,Substrate
C00007,1.14.11.39,Substrate
C00007,1.14.11.40,Substrate
C00007,1.14.11.41,Substrate
C00007,1.14.11.43,Substrate
C00007,1.14.11.44,Substrate
C00007,1.14.11.45,Substrate
C00007,1.14.11.46,Substrate
C00007,1.14.11.48,Substrate
C00007,1.14.11.49,Substrate
C00007,1.14.11.51,Substrate
C00007,1.14.11.52,Substrate
C00007,1.14.11.53,Substrate
C00007,1.14.11.55,Substrate
C00007,1.14.11.56,Substrate
C00007,1.14.11.57,Substrate
C00007,1.14.11.58,Substrate
C00007,1.14.11.59,Substrate
C00007,1.14.11.60,Substrate
C00007,1.14.11.61,Substrate
C00007,1.14.11.62,Substrate
C00007,1.14.11.63,Substrate
C00007,1.14.11.64,Substrate
C00007,1.14.11.70,Substrate
C00007,1.14.11.71,Substrate
C00007,1.14.11.72,Substrate
C00007,1.14.11.73,Substrate
C00007,1.14.11.74,Substrate
C00007,1.14.11.76,Substrate
C00007,1.14.11.78,Substrate
C00007,1.14.11.79,Substrate
C00007,1.14.11.80,Substrate
C00007,1.14.11.81,Substrate
C00007,1.14.11.82,Substrate
C00005,1.14.12.1,Substrate
C00080,1.14.12.3,Substrate
C00080,1.14.12.7,Substrate
C00080,1.14.12.8,Substrate
C00080,1.14.12.9,Substrate
C00080,1.14.12.10,Substrate
C00080,1.14.12.11,Substrate
C00080,1.14.12.12,Substrate
C00007,1.14.12.13,Substrate
C00080,1.14.12.14,Substrate
C00080,1.14.12.15,Substrate
C00080,1.14.12.16,Substrate
C00004,1.14.12.17,Substrate
C00080,1.14.12.18,Substrate
C00080,1.14.12.19,Substrate
C00005,1.14.12.22,Substrate
C00007,1.14.12.23,Substrate
C00007,1.14.12.24,Substrate
C00080,1.14.12.25,Substrate
C00080,1.14.12.26,Substrate
C00080,1.14.13.1,Substrate
C00080,1.14.13.2,Substrate
C00080,1.14.13.4,Substrate
C00080,1.14.13.5,Substrate
C00080,1.14.13.6,Substrate
C00080,1.14.13.7,Substrate
C00080,1.14.13.8,Substrate
C00080,1.14.13.9,Substrate
C00080,1.14.13.10,Substrate
C00080,1.14.13.14,Substrate
C00080,1.14.13.16,Substrate
C00005,1.14.13.18,Substrate
C00005,1.14.13.19,Substrate
C00080,1.14.13.20,Substrate
C00080,1.14.13.22,Substrate
C00080,1.14.13.23,Substrate
C00080,1.14.13.24,Substrate
C00005,1.14.13.25,Substrate
C00005,1.14.13.27,Substrate
C00080,1.14.13.29,Substrate
C00080,1.14.13.31,Substrate
C00080,1.14.13.32,Substrate
C00005,1.14.13.33,Substrate
C00080,1.14.13.34,Substrate
C00080,1.14.13.35,Substrate
C00080,1.14.13.38,Substrate
C00080,1.14.13.39,Substrate
C00005,1.14.13.40,Substrate
C00080,1.14.13.43,Substrate
C00080,1.14.13.44,Substrate
C00080,1.14.13.46,Substrate
C00080,1.14.13.50,Substrate
C00080,1.14.13.51,Substrate
C00080,1.14.13.54,Substrate
C00080,1.14.13.58,Substrate
C00080,1.14.13.59,Substrate
C00080,1.14.13.61,Substrate
C00080,1.14.13.62,Substrate
C00005,1.14.13.63,Substrate
C00005,1.14.13.64,Substrate
C00080,1.14.13.66,Substrate
C00080,1.14.13.69,Substrate
C00080,1.14.13.81,Substrate
C00004,1.14.13.82,Substrate
C00080,1.14.13.83,Substrate
C00080,1.14.13.84,Substrate
C00080,1.14.13.92,Substrate
C00080,1.14.13.101,Substrate
C00080,1.14.13.105,Substrate
C00005,1.14.13.107,Substrate
C00080,1.14.13.111,Substrate
C00080,1.14.13.113,Substrate
C00080,1.14.13.114,Substrate
C00005,1.14.13.122,Substrate
C00080,1.14.13.127,Substrate
C00004,1.14.13.128,Substrate
C00080,1.14.13.130,Substrate
C00004,1.14.13.131,Substrate
C00005,1.14.13.135,Substrate
C00005,1.14.13.146,Substrate
C00007,1.14.13.148,Substrate
C00080,1.14.13.149,Substrate
C00080,1.14.13.153,Substrate
C00080,1.14.13.154,Substrate
C00080,1.14.13.155,Substrate
C00005,1.14.13.160,Substrate
C00080,1.14.13.161,Substrate
C00080,1.14.13.163,Substrate
C00005,1.14.13.166,Substrate
C00080,1.14.13.167,Substrate
C00080,1.14.13.168,Substrate
C00080,1.14.13.170,Substrate
C00080,1.14.13.171,Substrate
C00080,1.14.13.172,Substrate
C00004,1.14.13.178,Substrate
C00004,1.14.13.179,Substrate
C00080,1.14.13.180,Substrate
C00080,1.14.13.181,Substrate
C00080,1.14.13.182,Substrate
C00080,1.14.13.187,Substrate
C00080,1.14.13.189,Substrate
C00080,1.14.13.195,Substrate
C00005,1.14.13.196,Substrate
C00004,1.14.13.200,Substrate
C00080,1.14.13.208,Substrate
C00080,1.14.13.209,Substrate
C00005,1.14.13.210,Substrate
C00005,1.14.13.211,Substrate
C00080,1.14.13.212,Substrate
C00080,1.14.13.215,Substrate
C00005,1.14.13.216,Substrate
C00005,1.14.13.217,Substrate
C00007,1.14.13.218,Substrate
C00080,1.14.13.219,Substrate
C00080,1.14.13.220,Substrate
C00005,1.14.13.222,Substrate
C00080,1.14.13.223,Substrate
C00005,1.14.13.224,Substrate
C00007,1.14.13.225,Substrate
C00080,1.14.13.226,Substrate
C00080,1.14.13.227,Substrate
C00080,1.14.13.228,Substrate
C00080,1.14.13.229,Substrate
C00080,1.14.13.230,Substrate
C00080,1.14.13.231,Substrate
C00080,1.14.13.232,Substrate
C00080,1.14.13.233,Substrate
C00080,1.14.13.234,Substrate
C00080,1.14.13.235,Substrate
C00080,1.14.13.236,Substrate
C00080,1.14.13.237,Substrate
C00080,1.14.13.238,Substrate
C00005,1.14.13.239,Substrate
C00080,1.14.13.240,Substrate
C00080,1.14.13.241,Substrate
C00005,1.14.13.242,Substrate
C00080,1.14.13.243,Substrate
C00080,1.14.13.244,Substrate
C00080,1.14.13.245,Substrate
C00080,1.14.13.246,Substrate
C00005,1.14.13.247,Substrate
C00080,1.14.13.248,Substrate
C00080,1.14.13.249,Substrate
C00080,1.14.13.250,Substrate
C00080,1.14.13.251,Substrate
C00007,1.14.14.1,Substrate
C00007,1.14.14.3,Substrate
C00007,1.14.14.5,Substrate
C00007,1.14.14.8,Substrate
C00007,1.14.14.9,Substrate
C00080,1.14.14.10,Substrate
C00007,1.14.14.11,Substrate
C00007,1.14.14.12,Substrate
C03024,1.14.14.14,Substrate
C00007,1.14.14.17,Substrate
C00007,1.14.14.18,Substrate
C00007,1.14.14.20,Substrate
C00007,1.14.14.21,Substrate
C00004,1.14.14.22,Substrate
C00007,1.14.14.23,Substrate
C03024,1.14.14.24,Substrate
C00007,1.14.14.25,Substrate
C00007,1.14.14.26,Substrate
C00007,1.14.14.27,Substrate
C00007,1.14.14.28,Substrate
C00007,1.14.14.29,Substrate
C00007,1.14.14.30,Substrate
C00007,1.14.14.31,Substrate
C00007,1.14.14.32,Substrate
C00007,1.14.14.33,Substrate
C00007,1.14.14.34,Substrate
C00007,1.14.14.35,Substrate
C03024,1.14.14.36,Substrate
C00007,1.14.14.37,Substrate
C00007,1.14.14.38,Substrate
C00007,1.14.14.39,Substrate
C00007,1.14.14.40,Substrate
C00007,1.14.14.41,Substrate
C00007,1.14.14.42,Substrate
C00051,1.14.14.43,Substrate
C00007,1.14.14.44,Substrate
C00007,1.14.14.45,Substrate
C00007,1.14.14.46,Substrate
C00007,1.14.14.47,Substrate
C00007,1.14.14.48,Substrate
C00007,1.14.14.49,Substrate
C00007,1.14.14.50,Substrate
C00007,1.14.14.51,Substrate
C00007,1.14.14.52,Substrate
C00007,1.14.14.53,Substrate
C00007,1.14.14.54,Substrate
C00007,1.14.14.55,Substrate
C00007,1.14.14.56,Substrate
C00007,1.14.14.57,Substrate
C00007,1.14.14.58,Substrate
C00007,1.14.14.59,Substrate
C00007,1.14.14.60,Substrate
C00007,1.14.14.61,Substrate
C00007,1.14.14.62,Substrate
C00007,1.14.14.63,Substrate
C00007,1.14.14.64,Substrate
C00007,1.14.14.65,Substrate
C00007,1.14.14.66,Substrate
C00007,1.14.14.67,Substrate
C00007,1.14.14.68,Substrate
C00007,1.14.14.69,Substrate
C00007,1.14.14.70,Substrate
C00007,1.14.14.71,Substrate
C00007,1.14.14.72,Substrate
C00007,1.14.14.73,Substrate
C00007,1.14.14.74,Substrate
C00007,1.14.14.75,Substrate
C03024,1.14.14.76,Substrate
C00007,1.14.14.77,Substrate
C00007,1.14.14.78,Substrate
C00007,1.14.14.79,Substrate
C00007,1.14.14.80,Substrate
C00007,1.14.14.81,Substrate
C00007,1.14.14.82,Substrate
C00007,1.14.14.83,Substrate
C00007,1.14.14.84,Substrate
C00007,1.14.14.85,Substrate
C00007,1.14.14.86,Substrate
C03024,1.14.14.87,Substrate
C00007,1.14.14.88,Substrate
C00007,1.14.14.89,Substrate
C00007,1.14.14.90,Substrate
C00007,1.14.14.91,Substrate
C00007,1.14.14.92,Substrate
C00007,1.14.14.93,Substrate
C00007,1.14.14.94,Substrate
C00007,1.14.14.95,Substrate
C00007,1.14.14.96,Substrate
C00007,1.14.14.97,Substrate
C00007,1.14.14.98,Substrate
C00007,1.14.14.99,Substrate
C00007,1.14.14.100,Substrate
C00007,1.14.14.101,Substrate
C00007,1.14.14.102,Substrate
C00007,1.14.14.103,Substrate
C00007,1.14.14.104,Substrate
C00007,1.14.14.106,Substrate
C00007,1.14.14.107,Substrate
C00007,1.14.14.108,Substrate
C00007,1.14.14.109,Substrate
C00007,1.14.14.110,Substrate
C03024,1.14.14.111,Substrate
C03024,1.14.14.112,Substrate
C03024,1.14.14.113,Substrate
C03024,1.14.14.114,Substrate
C03024,1.14.14.115,Substrate
C00007,1.14.14.116,Substrate
C00007,1.14.14.117,Substrate
C00007,1.14.14.118,Substrate
C00007,1.14.14.119,Substrate
C00007,1.14.14.120,Substrate
C00007,1.14.14.121,Substrate
C00007,1.14.14.122,Substrate
C00007,1.14.14.123,Substrate
C03024,1.14.14.124,Substrate
C03024,1.14.14.125,Substrate
C03024,1.14.14.126,Substrate
C00007,1.14.14.127,Substrate
C00007,1.14.14.128,Substrate
C00007,1.14.14.129,Substrate
C00007,1.14.14.130,Substrate
C00007,1.14.14.131,Substrate
C00007,1.14.14.132,Substrate
C00007,1.14.14.133,Substrate
C00007,1.14.14.134,Substrate
C00007,1.14.14.135,Substrate
C00007,1.14.14.136,Substrate
C00007,1.14.14.138,Substrate
C00007,1.14.14.139,Substrate
C00007,1.14.14.141,Substrate
C00007,1.14.14.142,Substrate
C00007,1.14.14.143,Substrate
C00007,1.14.14.144,Substrate
C00007,1.14.14.145,Substrate
C00007,1.14.14.146,Substrate
C00007,1.14.14.147,Substrate
C00007,1.14.14.148,Substrate
C00007,1.14.14.149,Substrate
C00007,1.14.14.150,Substrate
C00007,1.14.14.151,Substrate
C00007,1.14.14.152,Substrate
C00007,1.14.14.153,Substrate
C00007,1.14.14.154,Substrate
C01847,1.14.14.155,Substrate
C00007,1.14.14.156,Substrate
C00007,1.14.14.157,Substrate
C08590,1.14.14.158,Substrate
C03024,1.14.14.159,Substrate
C03024,1.14.14.160,Substrate
C00007,1.14.14.161,Substrate
C00007,1.14.14.162,Substrate
C00007,1.14.14.163,Substrate
C00007,1.14.14.164,Substrate
C00007,1.14.14.165,Substrate
C00007,1.14.14.166,Substrate
C00007,1.14.14.168,Substrate
C00007,1.14.14.169,Substrate
C00007,1.14.14.170,Substrate
C00007,1.14.14.171,Substrate
C00007,1.14.14.172,Substrate
C00007,1.14.14.173,Substrate
C00007,1.14.14.174,Substrate
C00007,1.14.14.175,Substrate
C00007,1.14.14.176,Substrate
C00007,1.14.14.177,Substrate
C03024,1.14.14.179,Substrate
C03024,1.14.14.180,Substrate
C00007,1.14.14.182,Substrate
C00007,1.14.14.183,Substrate
C00007,1.14.14.184,Substrate
C00007,1.14.15.1,Substrate
C00007,1.14.15.3,Substrate
C00007,1.14.15.4,Substrate
C00007,1.14.15.5,Substrate
C00007,1.14.15.6,Substrate
C00138,1.14.15.7,Substrate
C00007,1.14.15.8,Substrate
C00007,1.14.15.9,Substrate
C00007,1.14.15.10,Substrate
C00007,1.14.15.11,Substrate
C00007,1.14.15.13,Substrate
C00080,1.14.15.14,Substrate
C00080,1.14.15.15,Substrate
C00080,1.14.15.16,Substrate
C00080,1.14.15.17,Substrate
C00080,1.14.15.18,Substrate
C00007,1.14.15.19,Substrate
C00007,1.14.15.20,Substrate
C00080,1.14.15.21,Substrate
C00138,1.14.15.22,Substrate
C00007,1.14.15.23,Substrate
C00080,1.14.15.24,Substrate
C00138,1.14.15.25,Substrate
C00138,1.14.15.26,Substrate
C00007,1.14.15.27,Substrate
C00007,1.14.15.28,Substrate
C00080,1.14.15.29,Substrate
C00080,1.14.15.30,Substrate
C00080,1.14.15.31,Substrate
C00080,1.14.15.32,Substrate
C00080,1.14.15.33,Substrate
C00080,1.14.15.34,Substrate
C00080,1.14.15.35,Substrate
C00080,1.14.15.36,Substrate
C00138,1.14.15.37,Substrate
C00080,1.14.15.38,Substrate
C00080,1.14.15.39,Substrate
C00007,1.14.16.1,Substrate
C00007,1.14.16.2,Substrate
C00007,1.14.16.4,Substrate
C00007,1.14.16.5,Substrate
C00007,1.14.16.6,Substrate
C00007,1.14.16.7,Substrate
C00007,1.14.17.1,Substrate
C00007,1.14.17.3,Substrate
C00007,1.14.17.4,Substrate
C00355,1.14.18.1,Substrate
C00007,1.14.18.2,Substrate
C00007,1.14.18.3,Substrate
C00007,1.14.18.4,Substrate
C00007,1.14.18.5,Substrate
C00007,1.14.18.6,Substrate
C00007,1.14.18.7,Substrate
C00007,1.14.18.9,Substrate
C00007,1.14.18.10,Substrate
C00007,1.14.18.11,Substrate
C00007,1.14.19.1,Substrate
C00007,1.14.19.2,Substrate
C00007,1.14.19.3,Substrate
C00080,1.14.19.4,Substrate
C00007,1.14.19.5,Substrate
C00007,1.14.19.6,Substrate
C00138,1.14.19.8,Substrate
C00698,1.14.19.9,Substrate
C00007,1.14.19.10,Substrate
C00007,1.14.19.11,Substrate
C00007,1.14.19.12,Substrate
C00007,1.14.19.13,Substrate
C00007,1.14.19.14,Substrate
C00007,1.14.19.15,Substrate
C00007,1.14.19.16,Substrate
C00007,1.14.19.17,Substrate
C00007,1.14.19.18,Substrate
C00007,1.14.19.19,Substrate
C00080,1.14.19.20,Substrate
C00004,1.14.19.21,Substrate
C00080,1.14.19.22,Substrate
C00080,1.14.19.23,Substrate
C00007,1.14.19.24,Substrate
C00007,1.14.19.25,Substrate
C00007,1.14.19.26,Substrate
C00080,1.14.19.27,Substrate
C00080,1.14.19.28,Substrate
C00007,1.14.19.29,Substrate
C00080,1.14.19.30,Substrate
C00080,1.14.19.31,Substrate
C00007,1.14.19.32,Substrate
C00007,1.14.19.33,Substrate
C00080,1.14.19.34,Substrate
C00080,1.14.19.35,Substrate
C00080,1.14.19.36,Substrate
C00007,1.14.19.37,Substrate
C00007,1.14.19.38,Substrate
C00007,1.14.19.39,Substrate
C00080,1.14.19.40,Substrate
C00080,1.14.19.41,Substrate
C00080,1.14.19.42,Substrate
C00080,1.14.19.43,Substrate
C00007,1.14.19.44,Substrate
C00080,1.14.19.45,Substrate
C00080,1.14.19.46,Substrate
C00007,1.14.19.47,Substrate
C00080,1.14.19.48,Substrate
C00698,1.14.19.49,Substrate
C00007,1.14.19.50,Substrate
C00007,1.14.19.51,Substrate
C00007,1.14.19.52,Substrate
C00080,1.14.19.53,Substrate
C00007,1.14.19.54,Substrate
C01324,1.14.19.55,Substrate
C00007,1.14.19.56,Substrate
C00007,1.14.19.57,Substrate
C00698,1.14.19.58,Substrate
C00698,1.14.19.59,Substrate
C00698,1.14.19.60,Substrate
C00007,1.14.19.61,Substrate
C00007,1.14.19.62,Substrate
C00007,1.14.19.63,Substrate
C00007,1.14.19.64,Substrate
C00007,1.14.19.65,Substrate
C03024,1.14.19.66,Substrate
C00007,1.14.19.67,Substrate
C00007,1.14.19.68,Substrate
C00080,1.14.19.69,Substrate
C00080,1.14.19.70,Substrate
C00007,1.14.19.71,Substrate
C00007,1.14.19.72,Substrate
C00007,1.14.19.73,Substrate
C21954,1.14.19.74,Substrate
C00007,1.14.19.75,Substrate
C00007,1.14.19.76,Substrate
C00007,1.14.19.77,Substrate
C00007,1.14.19.78,Substrate
C15799,1.14.19.79,Substrate
C00007,1.14.20.1,Substrate
C00007,1.14.20.3,Substrate
C00007,1.14.20.4,Substrate
C00007,1.14.20.5,Substrate
C00007,1.14.20.6,Substrate
C00007,1.14.20.7,Substrate
C00007,1.14.20.8,Substrate
C00007,1.14.20.9,Substrate
C00007,1.14.20.10,Substrate
C00007,1.14.20.11,Substrate
C00007,1.14.20.12,Substrate
C00007,1.14.20.14,Substrate
C00007,1.14.20.15,Substrate
C00007,1.14.99.1,Substrate
C00007,1.14.99.2,Substrate
C00007,1.14.99.4,Substrate
C00007,1.14.99.11,Substrate
C00007,1.14.99.12,Substrate
C00007,1.14.99.14,Substrate
C00007,1.14.99.15,Substrate
C00007,1.14.99.20,Substrate
C00007,1.14.99.21,Substrate
C00007,1.14.99.22,Substrate
C00007,1.14.99.23,Substrate
C00007,1.14.99.24,Substrate
C00007,1.14.99.26,Substrate
C00080,1.14.99.34,Substrate
C00007,1.14.99.35,Substrate
C00007,1.14.99.38,Substrate
C00007,1.14.99.39,Substrate
C00007,1.14.99.44,Substrate
C00007,1.14.99.46,Substrate
C00007,1.14.99.47,Substrate
C00007,1.14.99.48,Substrate
C00007,1.14.99.50,Substrate
C00007,1.14.99.52,Substrate
C00007,1.14.99.55,Substrate
C00007,1.14.99.57,Substrate
C00007,1.14.99.58,Substrate
C00007,1.14.99.59,Substrate
C00007,1.14.99.60,Substrate
C00007,1.14.99.61,Substrate
C00007,1.14.99.62,Substrate
C00007,1.14.99.63,Substrate
C00007,1.14.99.64,Substrate
C00007,1.14.99.67,Substrate
C00007,1.14.99.68,Substrate
C00080,1.15.1.2,Substrate
C00080,1.16.1.1,Substrate
C00080,1.16.1.2,Substrate
C00080,1.16.1.10,Substrate
C00007,1.16.3.1,Substrate
C00001,1.16.3.2,Substrate
C00001,1.16.3.3,Substrate
C00007,1.16.3.4,Substrate
C00001,1.16.99.1,Substrate
C00006,1.17.1.1,Substrate
C00001,1.17.1.3,Substrate
C00001,1.17.1.4,Substrate
C00006,1.17.1.5,Substrate
C00006,1.17.1.8,Substrate
C00139,1.17.1.11,Substrate
C00001,1.17.2.1,Substrate
C00001,1.17.2.2,Substrate
C00007,1.17.3.2,Substrate
C00007,1.17.3.3,Substrate
C00001,1.17.3.4,Substrate
C00001,1.17.4.1,Substrate
C00001,1.17.4.2,Substrate
C03313,1.17.4.4,Substrate
C15602,1.17.5.1,Substrate
C00001,1.17.5.2,Substrate
